"X","Y"
0.332120830823158,1
0.29045304345324,0.142067977070989
0.303037324674995,0.340360525737653
0.142624912765907,0.199897015685636
0.800206576633905,0.536744613806584
0.775786466397561,0.525924438272939
0.0435084152568869,0.107203147234702
0.99105679384542,0.814344040129748
0.615187402867509,0.103923257008747
0.0318083213480541,0.550687057177504
0.935767403025983,0.853643187474512
0.29982603387523,0.435272038821242
0.728173549503399,0.670102035514246
0.150920966624369,0.294216217473703
0.136139067856511,0.276971942489139
0.407582968712551,0.662018742522702
0.628424404203932,0.932498732673205
0.51455197540826,0.508107181232306
0.273800358135657,0.334921908433855
0.0650163487438751,0.152150721332187
0.326722995994753,0.717555655082489
0.778033125962601,0.695878678952842
0.768224628523127,0.701192724687957
0.154637854531683,0.264693422691187
0.490818151777038,0.944221846127232
0.843405280271563,0.29264903970316
0.90483894323937,0.198934551544152
0.958879137600172,0.99773597518333
0.277287487242533,0.0481856521982229
0.604639950434193,0.720910038214822
0.906452281807912,0.236011378084817
0.68679986168435,0.565897398768689
0.136054053725992,0.821552792201872
0.701390416897652,0.551442022278508
0.128112532026565,0.733500135080845
0.0521251483503297,0.471080862631665
0.447036761593658,0.641054302825757
0.928056253476983,0.359070032661671
0.392368883471572,0.960035936193407
0.785099008054905,0.837266081078899
0.203634014415213,0.437578490589398
0.0339846690349213,0.787472210368943
0.346161893247648,0.704883607913799
0.394313255512142,0.785359786204426
0.79492344027699,0.407253775218894
0.492643809231647,0.810967577896177
0.894937442914012,0.637794488859493
0.049166782175515,0.315886535198919
0.61832309888807,0.797806411272955
0.14256256341838,0.65516440956682
0.805307361480798,0.210853292631789
0.70708872632718,0.966764899389716
0.473725082834604,0.806742251719985
1,0.191528443704561
0.129130120052762,0.527480327406041
0.0336494477416787,0.479261253178693
0.14663409568756,0.191084943494501
0.230890477140753,0.152831374468121
0.154777785301631,0.582240882704209
0.779320637964882,0
0.202388682480919,0.324931639745787
0.417254671012459,0.290142791492636
0.987561989670598,0.0268845638286668
0.380231444911124,0.509386274909521
0.638808782654836,0.175017851135519
0.584257631169623,0.219320363407807
0.00464712315244195,0.121896771202486
0.506027519195956,0.0540462095882278
0.651859191911619,0.747469911059193
0.416136600292472,0.523247638764453
0.178012800307357,0.835775332197152
0.475682024729006,0.457484699889775
0.69685748183723,0.529424235831496
0.617032539840962,0.410938701443211
0.501730542733778,0.925309266247435
0.802876478127613,0.116632150024884
0,0.408775350122213
0.988539704077508,0.708655463277021
0.749821033666061,0.735731525359258
0.93390526399253,0.013515002325809
0.865730813195753,0.126108147447071
0.58949743700743,0.668647772145151
0.114297552452435,0.894487900290356
0.151249852157513,0.68876409519437
0.0620860093086677,0.697853690167105
0.552861996857779,0.579797329864524
0.432534080289549,0.416853008269507
0.976580091543661,0.897769384845664
0.089981847303739,0.406519729803133
0.720773770439326,0.213792431739743
0.358633426869691,0.928395666600444
0.58365778624862,0.119138819407045
0.762421524285991,0.157318691424358
0.328091184902439,0.430627949654724
0.0694296953908902,0.0181476533128226
0.296207503675225,0.186697878968032
0.902307868172498,0.928861762542846
0.241042999813431,0.840106991284675
0.427928024693339,0.120218721544197
0.772518081326265,0.231036526687492
