"X","Y"
0.790326722224283,0.754811704351758
0.525476956706933,0.554537494522352
0.37252604130294,0.437119030146745
0.299969722134922,0.400339406181
0.113335298058998,0.163459195834484
0.865899838116054,0.881491385934905
0.215612845467789,0.17870358922449
0.725501476350145,0.662985758111386
0.402106832280021,0.273589229099002
0.964424953694962,0.895170507791461
0.41582654050702,0.519974124187219
0.180422170115083,0.161351723295529
0.277507246172533,0.335374722258039
0.495841014330527,0.476388814818449
0.063148588299944,0.0609705791415331
0.152488582610505,0.284500838742806
0.568001749434254,0.43428348277933
0.909777932114144,0.906542893357054
0.887806269581246,0.733684445195378
0.227446574901205,0.447410321002573
0.961329874835274,0.82748912400091
0.360659982932769,0.485865374661441
0.130789965255973,0.138564336450585
0.766569171475501,0.808755938825856
0.826284081696821,0.812401220864671
0.115746067849314,0.285282407360178
0.560916709979446,0.611776791867127
0.505880126046142,0.429451688124424
0.732658775056297,0.823156217078363
0.501836128649063,0.397437625889765
0.919515211423069,0.796559772914859
0.022095603302897,0.0331890749966688
0.894505217262286,0.804585071755265
0.75151905892779,0.729783925990943
0.674330693920201,0.670830655362187
0.869325086110927,0.882041576268244
0.562243155855135,0.596780716622072
0.84066745323073,0.827515291195267
0.827792465197623,0.792403350163776
0.0780377329535331,0.151745706463725
0.064220924734977,0.104027046960321
0.832542207148995,0.763705098913667
0.0622186591278405,0.0737519429609258
0.766464164194543,0.604335264051937
0.268375071424041,0.229109257630053
0.506299435018945,0.43969435007196
0.0822529789166072,0.0401546244690912
0.422355211436784,0.382250227463902
0.587589816454169,0.573088362513958
0.715857216896951,0.55635351542421
0.402098151570064,0.410488830099624
0.406062579486652,0.375786937832523
0.696116254113619,0.575213535436405
0.695545608114847,0.738378341930585
0.924285867827538,0.89111137385845
0.553001554539028,0.638544475859458
0.42202231288756,0.442516041146979
0.813211873591208,0.922354411204376
0.825030608814132,0.823547684890903
0.748867467806904,0.755005562151543
0.867777479291328,0.553600876768145
0.572623509217277,0.64466021042692
0.63888782206365,0.411448093775297
0.637875684469107,0.439185611055021
0.95920246542655,0.93671179101493
0.593448910706481,0.586595903842369
0.999575382268068,0.91949409940486
0.143316934701774,0.238160059949212
0.9151785891642,0.8776614095933
0.521418348044596,0.607415942343001
0.737679151102188,0.742721421052685
0.441300896183694,0.457111618827361
0,0
0.872959538601622,0.896254181578692
0.737078523603832,0.804529230562103
0.0129764075971565,0.0307870215940083
0.870020935818122,0.670112661310896
0.233910704717528,0.174033845511242
1,1
0.315307342271756,0.281867187225896
0.318936306444434,0.446459566251814
0.630923403524034,0.54953423318315
0.473244100338898,0.429802306206264
0.50233776186612,0.470295982653914
0.429311575326518,0.511658663022062
0.851364375451392,0.831837142700564
0.902565435692652,0.853638622599054
0.142995659929191,0.304237653251258
0.760710893018311,0.829746059176774
0.190714694067881,0.312652845721923
0.917182936520028,0.702713616241556
0.305708604245692,0.30765383125051
0.65221927771003,0.521805644432024
0.872194368546089,0.739542850691845
0.513765278682896,0.364237402183375
0.846081284319952,0.694802753333858
0.046786895713552,0.0974656208890636
0.340281945479407,0.380325363988493
0.275072596733511,0.334009977403479
0.99820132091614,0.983309070498452
