"X","Y"
0.611231371246728,0.661231940370995
0.193206409135031,0.247101658302183
0.0908892265560762,0.0483113257615886
0.74662056972875,0.794879451285819
0.367652103645225,0.490259136599216
0.851841054665637,0.83951451912812
0.358121270149253,0.299838862759791
0.607778233095695,0.506583163334942
0.474618417688743,0.545154153054544
0.149026106453999,0.418337999914882
0.405711958702666,0.59718833582694
0.204203877252477,0.248618897463673
0.0745005731162466,0.154362559938955
0.457880872869279,0.44690342377204
0.156746510059644,0.268789292637231
0.169360129427274,0.419294083263596
0.293031934766412,0.38581342589816
0.700082850372816,0.711292160238638
0.849501225489551,0.783227376046029
0.99086044963037,1
0.182414931668174,0.152366263285125
0.280635086853051,0.231156377804554
0.76567230209956,0.765153567109956
0.401703411002265,0.600428790308194
0.374748407614442,0.373912535873977
0.860312016403601,0.878967850843878
0.00944593227927237,0.066544690917024
0.698460934146603,0.73251533095531
0.700613589848586,0.752830821300298
0.903172561220487,0.779982183137292
0.262819715495608,0.327456314029778
0.92017506300893,0.816128195480813
0.178765897886902,0.344052359831108
0.0519739905806839,0.0444722174513753
0.23022325634821,0.13241897665058
0.020196595387669,0.068619495939339
0.676850345972612,0.748795239198621
0.903326510454074,0.792542194056648
0.96202975976835,0.914067262486105
0.409910512794463,0.315706564136654
0.499142756088024,0.375851837465756
0.0479962438677608,0.126683822245114
0.0240499702612448,0.083966681792548
0.739756885165776,0.603779610446332
0.827562797272588,0.847276130560015
0.239047558945976,0.278349957202804
0.583092591555858,0.772252142057075
0.292222405104175,0.2499220278685
0.370531919991173,0.463664624865108
0.0541748486775308,0.100671756507007
0.33841537244013,0.186304571943443
0.0036868145779244,0.00129889764670736
0.753561412890102,0.826485066771026
0.628646826412885,0.708674199666422
0.54998420783634,0.496445071690836
0.208585178073497,0.374830121102099
0.970072470043733,0.867923748821719
0.12392674487142,0.211332604850184
0.0222094669889472,0.0454849997422943
0.17908775472203,0.318962257541035
0.178754397356101,0.332217744711277
0.528171388092559,0.538638455871825
0.831212791690528,0.886023605302846
0.691881172156977,0.53517003273127
0.402622789378455,0.399959196618543
0.935448129372984,0.955624731325976
0,0
0.754233322971253,0.589556648562575
0.614558277402664,0.645630356713662
0.210634258061487,0.0989982519808793
0.840731933136209,0.849570044029499
0.65969129806686,0.668956778898153
0.275928334048838,0.54167631346566
0.589854292815439,0.606554414136312
0.969201689113416,0.942015443282873
0.318516674577482,0.377579733117853
0.459292450580841,0.490047281857309
0.199253140081509,0.281299647439672
0.432113608402539,0.488897413935268
0.0546447918358556,0.0557024313409596
0.795859394835264,0.738267156391579
0.28413489027623,0.238169704749464
0.270513197754603,0.51962151802074
0.380787576175732,0.622361456478252
0.0577100638622141,0.164559014294693
0.128709371527734,0.191940318715084
0.982639258690779,0.934581302795828
0.529041344752997,0.491895725470306
0.990493754621633,0.905903749488847
1,0.954115630728581
0.331496347420685,0.396725168811642
0.215070551278276,0.154483235701992
0.704368917689837,0.755489748307674
0.842046774374347,0.946702356614206
0.280461895660529,0.397079686104799
0.589169586188484,0.650487788017426
0.886889543886161,0.972099937811948
0.00871636818590463,0.0529075080384399
0.131013744526444,0.244967798303323
0.136952656808969,0.109773450304135
